URL,Title,Selection,Folder,Timestamp
http://apod.nasa.gov/apod/ap160208.html,APOD: 2016 February 8 - Light Pillars over Alaska,,Unread,1454997746
http://apod.nasa.gov/apod/ap160210.html,APOD: 2016 February 10 - Galaxies in the River,,Archive,1456851572
http://apod.nasa.gov/apod/ap160211.html,APOD: 2016 February 11 - LIGO Detects Gravitational Waves from Merging Blac,,Archive,1456851564
http://apod.nasa.gov/apod/ap160213.html,APOD: 2016 February 13 - Yutu on a Little Planet,,Archive,1456851522
http://apod.nasa.gov/apod/ap160214.html,APOD: 2016 February 14 - A Heart Shaped Lenticular Cloud,,Archive,1456851503
http://apod.nasa.gov/apod/ap160215.html,APOD: 2016 February 15 - White Rock Fingers on Mars,,Archive,1456851491
http://apod.nasa.gov/apod/ap160216.html,APOD: 2016 February 16 - Star Forming Region S106,,Archive,1456851477
http://apod.nasa.gov/apod/ap160217.html,APOD: 2016 February 17 - Milky Way over the Pinnacles in Australia,,Archive,1456851099
http://apod.nasa.gov/apod/ap160218.html,APOD: 2016 February 18 - Hitomi Launches,,Archive,1456747088
http://apod.nasa.gov/apod/ap160219.html,APOD: 2016 February 19 - NGC 2403 in Camelopardalis,,Archive,1456414961
http://apod.nasa.gov/apod/ap160220.html,APOD: 2016 February 20 - Where Your Shadow Has Company,,Archive,1456747074
http://apod.nasa.gov/apod/ap160221.html,APOD: 2016 February 21 - M82: Galaxy with a Supergalactic Wind,,Archive,1456747063
http://apod.nasa.gov/apod/ap160223.html,APOD: 2016 February 23 - A Supernova through Galaxy Dust,,Archive,1456747043
http://apod.nasa.gov/apod/ap160224.html,APOD: 2016 February 24 - USA's Northeast Megalopolis from Space,,Archive,1456414949
http://apod.nasa.gov/apod/ap160225.html,"APOD: 2016 February 25 - Highest, Tallest, and Closest to the Stars",,Archive,1456499922
http://apod.nasa.gov/apod/ap160226.html,APOD: 2016 February 26 - The Tarantula Nebula,,Archive,1456580318
http://apod.nasa.gov/apod/ap160227.html,APOD: 2016 February 27 - Northern Pluto,,Archive,1456850884
http://apod.nasa.gov/apod/ap160228.html,APOD: 2016 February 28 - IC 1848: The Soul Nebula,,Archive,1456850836
http://apod.nasa.gov/apod/ap160229.html,APOD: 2016 February 29 - Julius Caesar and Leap Days,,Archive,1456850774
http://apod.nasa.gov/apod/ap160301.html,APOD: 2016 March 1 - NGC 3310: A Starburst Spiral Galaxy,,Archive,1456930888
http://apod.nasa.gov/apod/ap160302.html,APOD: 2016 March 2 - Unusual Clouds over Hong Kong,,Archive,1456999628
http://apod.nasa.gov/apod/ap160303.html,APOD: 2016 March 3 - Moons and Jupiter,,Archive,1457096667
http://apod.nasa.gov/apod/ap160304.html,APOD: 2016 March 4 - Sculptor Galaxy NGC 134,,Archive,1457182417
http://apod.nasa.gov/apod/ap160305.html,APOD: 2016 March 5 - Cities at Night,,Unread,1457244041
http://apod.nasa.gov/apod/ap160307.html,APOD: 2016 March 7 - Mystery Feature Now Disappears in Titan Lake,,Archive,1457443143
http://apod.nasa.gov/apod/ap160309.html,APOD: 2016 March 9 - Edge On Galaxy NGC 5866,,Archive,1457625826
http://apod.nasa.gov/apod/ap160310.html,APOD: 2016 March 10 - Dark Sun over Ternate,,Archive,1457690867
http://apod.nasa.gov/apod/ap160311.html,APOD: 2016 March 11 - Lunar Shadow Transit,,Archive,1457795668
http://apod.nasa.gov/apod/ap160312.html,APOD: 2016 March 12 - The Flash Spectrum of the Sun,,Archive,1457874089
http://apod.nasa.gov/apod/ap160313.html,APOD: 2016 March 13 - Neon Saturn,,Archive,1458158158
http://apod.nasa.gov/apod/ap160314.html,APOD: 2016 March 14 - Dark Nebulas across Taurus,,Archive,1458046705
http://apod.nasa.gov/apod/ap160316.html,APOD: 2016 March 16 - A Phoenix Aurora over Iceland,,Archive,1458308941
http://apod.nasa.gov/apod/ap160317.html,APOD: 2016 March 17 - Close Comet and Large Magellanic Cloud,,Archive,1458308877
http://apod.nasa.gov/apod/ap160318.html,APOD: 2016 March 18 - The W in Cassiopeia,,Unread,1458361695
http://apod.nasa.gov/apod/ap160319.html,APOD: 2016 March 19 - 3D Ahuna Mons,,Archive,1458500852
http://apod.nasa.gov/apod/ap160320.html,APOD: 2016 March 20 - A Picturesque Equinox Sunset,,Unread,1458534311
http://apod.nasa.gov/apod/ap160321.html,APOD: 2016 March 21 - Alaskan Moondogs,,Archive,1458671049
http://apod.nasa.gov/apod/ap160322.html,APOD: 2016 March 22 - Rainbow Airglow over the Azores,,Archive,1458858260
http://apod.nasa.gov/apod/ap160323.html,APOD: 2016 March 23 - The Great Nebula in Carina,,Archive,1458853900
http://apod.nasa.gov/apod/ap160324.html,APOD: 2016 March 24 - Hickson 91 in Piscis Austrinus,,Archive,1459024207
http://apod.nasa.gov/apod/ap160325.html,APOD: 2016 March 25 - Close Comet and the Milky Way,,Archive,1459036911
http://apod.nasa.gov/apod/ap160326.html,APOD: 2016 March 26 - Sostice to Equinox Cubed,,Archive,1459079821
http://apod.nasa.gov/apod/ap160327.html,APOD: 2016 March 27 - NGC 6357: Cathedral to Massive Stars,,Archive,1459197972
http://apod.nasa.gov/apod/ap160328.html,APOD: 2016 March 28 - Orions Belt and Sword over Teides Peak,,Archive,1459246426
http://apod.nasa.gov/apod/ap160330.html,APOD: 2016 March 30 - NGC 6188 and NGC 6164,,Archive,1459419144
http://apod.nasa.gov/apod/ap160331.html,APOD: 2016 March 31 - Big Dipper to Southern Cross,,Archive,1459505976
http://apod.nasa.gov/apod/ap160401.html,APOD: 2016 April 1 - Europa: Discover Life Under the Ice,,Unread,1459571308
http://apod.nasa.gov/apod/ap160402.html,APOD: 2016 April 2 - Pluto s Bladed Terrain in 3D,,Unread,1459657638
http://apod.nasa.gov/apod/ap160403.html,APOD: 2016 April 3 - Close up of the Bubble Nebula,,Unread,1459743696
http://apod.nasa.gov/apod/ap160404.html,APOD: 2016 April 4 - Lucid Dreaming,,Unread,1459830476
http://apod.nasa.gov/apod/ap160406.html,APOD: 2016 April 6 - Auroras and the Magnetosphere of Jupiter,,Unread,1460003821
http://apod.nasa.gov/apod/ap160407.html,APOD: 2016 April 7 - Wolf-Lundmark-Melotte,,Archive,1460122514
http://apod.nasa.gov/apod/ap160408.html,APOD: 2016 April 8 - Lapland Northern Lights,,Archive,1460478077
http://apod.nasa.gov/apod/ap160409.html,APOD: 2016 April 9 - A Green Flash of Spring,,Archive,1460372343
http://apod.nasa.gov/apod/ap160410.html,APOD: 2016 April 10 - Cassini Approaches Saturn,,Archive,1460390852
http://apod.nasa.gov/apod/ap160411.html,APOD: 2016 April 11 - The Comet and the Star Cluster,,Archive,1460477836
http://apod.nasa.gov/apod/ap160412.html,APOD: 2016 April 12 - Combined Solar Eclipse Corona from Earth and Space,,Archive,1460560921
http://apod.nasa.gov/apod/ap160413.html,APOD: 2016 April 13 - Orion in Red and Blue,,Archive,1460721680
http://apod.nasa.gov/apod/ap160414.html,APOD: 2016 April 14 - Full Venus and Crescent Moon Rise,,Archive,1460715139
http://apod.nasa.gov/apod/ap160415.html,APOD: 2016 April 15 - Mercury and Crescent Moon Set,,Archive,1460811073
http://apod.nasa.gov/apod/ap160416.html,APOD: 2016 April 16 - Heliopause Electrostatic Rapid Transit System,,Unread,1460866910
http://apod.nasa.gov/apod/ap160417.html,APOD: 2016 April 17 - Asperatus Clouds Over New Zealand,,Archive,1460989187
http://apod.nasa.gov/apod/ap160420.html,APOD: 2016 April 20 - Galaxy Einstein Ring,,Unread,1461212801
http://apod.nasa.gov/apod/ap160421.html,"APOD: 2016 April 21 - The Comet, the Owl, and the Galaxy",,Archive,1461332064
http://apod.nasa.gov/apod/ap160422.html,APOD: 2016 April 22 - NGC 7635: The Bubble Nebula,,Unread,1461385792
http://apod.nasa.gov/apod/ap160423.html,APOD: 2016 April 23 - Milky Way in Moonlight,,Unread,1461471217
http://apod.nasa.gov/apod/ap160424.html,APOD: 2016 April 24 - M16: Pillars of Star Creation,,Unread,1461557619
http://apod.nasa.gov/apod/ap160425.html,APOD: 2016 April 25 - Simeis 147: Supernova Remnant,,Unread,1461644716
http://apod.nasa.gov/apod/ap160426.html,APOD: 2016 April 26 - NGC 6872: A Stretched Spiral Galaxy,,Unread,1461731764
http://apod.nasa.gov/apod/ap160427.html,APOD: 2016 April 27 - Omega Centauri: The Brightest Globular Star Cluster,,Unread,1461817401
http://apod.nasa.gov/apod/ap160428.html,APOD: 2016 April 28 - A Dust Angel Nebula,,Unread,1461906393
http://apod.nasa.gov/apod/ap160429.html,APOD: 2016 April 29 - Fermi's Gamma-ray Moon,,Unread,1461992562
http://apod.nasa.gov/apod/ap160430.html,APOD: 2016 April 30 - Moon over Makemake,,Unread,1462076352
http://apod.nasa.gov/apod/ap160501.html,APOD: 2016 May 1 - Contemplating the Sun,,Unread,1462165025
http://apod.nasa.gov/apod/ap160502.html,APOD: 2016 May 2 - Crossing Mars,,Unread,1462250205
http://apod.nasa.gov/apod/ap160503.html,APOD: 2016 May 3 - Aurora over Sweden,,Unread,1462336804
http://apod.nasa.gov/apod/ap160504.html,APOD: 2016 May 4 - A Mercury Transit Sequence,,Archive,1462639567
http://apod.nasa.gov/apod/ap160505.html,apod.nasa.gov,,Archive,1462548473
http://apod.nasa.gov/apod/ap160506.html,APOD: 2016 May 6 - NGC 7023: The Iris Nebula,,Archive,1462665914
http://apod.nasa.gov/apod/ap160507.html,APOD: 2016 May 7 - Three Worlds for TRAPPIST 1,,Archive,1462712677
http://apod.nasa.gov/apod/ap160508.html,APOD: 2016 May 8 - Mercurys Transit: An Unusual Spot on the Sun,,Unread,1462768548
http://apod.nasa.gov/apod/ap160510.html,APOD: 2016 May 10 - Saturn and Mars visit Milky Way Star Clouds,,Archive,1463232643
http://apod.nasa.gov/apod/ap160512.html,APOD: 2016 May 12 - A Transit of Mercury,,Archive,1463150744
http://apod.nasa.gov/apod/ap160513.html,APOD: 2016 May 13 - ISS and Mercury Too,,Archive,1463446010
http://apod.nasa.gov/apod/ap160514.html,APOD: 2016 May 14 - Falcon 9 and Milky Way,,Archive,1463393870
http://apod.nasa.gov/apod/ap160515.html,APOD: 2016 May 15 - Milky Way Over Quiver Tree Forest,,Archive,1463445950
http://apod.nasa.gov/apod/ap160516.html,APOD: 2016 May 16 - Clouds of the Carina Nebula,,Unread,1463460312
http://apod.nasa.gov/apod/ap160517.html,APOD: 2016 May 17 - The Orion Nebula in Visible and Infrared,,Unread,1463546151
http://apod.nasa.gov/apod/ap160518.html,APOD: 2016 May 18 - Halo from Atacama,,Unread,1463631609
http://apod.nasa.gov/apod/ap160519.html,APOD: 2016 May 19 - The Surface of Europa,,Unread,1463718509
http://apod.nasa.gov/apod/ap160520.html,APOD: 2016 May 20 - 3D Mercury Transit,,Unread,1463804673
http://apod.nasa.gov/apod/ap160521.html,APOD: 2016 May 21 - Milky Way and Planets Near Opposition,,Unread,1463891088
http://apod.nasa.gov/apod/ap160522.html,APOD: 2016 May 22 - LL Orionis: When Cosmic Winds Collide,,Unread,1463978395
http://apod.nasa.gov/apod/ap160523.html,APOD: 2016 May 23 - Inside a Daya Bay Antineutrino Detector,,Unread,1464064387
http://apod.nasa.gov/apod/ap160524.html,APOD: 2016 May 24 - Milky Way Over the Spanish Peaks,,Archive,1464189712
http://apod.nasa.gov/apod/ap160525.html,APOD: 2016 May 25 - NGC 5078 and Friends,,Unread,1464236878
http://apod.nasa.gov/apod/ap160526.html,APOD: 2016 May 26 - IC 5067 in the Pelican Nebula,,Unread,1464322394
http://apod.nasa.gov/apod/ap160527.html,APOD: 2016 May 27 - The Great Carina Nebula,,Archive,1464964459
http://apod.nasa.gov/apod/ap160528.html,APOD: 2016 May 28 - Cat s Eye Wide and Deep,,Archive,1464964451
http://apod.nasa.gov/apod/ap160529.html,APOD: 2016 May 29 - Valles Marineris: The Grand Canyon of Mars,,Unread,1464582005
http://apod.nasa.gov/apod/ap160531.html,APOD: 2016 May 31 - Stars and Gas of the Running Chicken Nebula,,Unread,1464755625
http://apod.nasa.gov/apod/ap160602.html,APOD: 2016 June 2 - Three Planets from Pic du Midi,,Archive,1464963221
http://apod.nasa.gov/apod/ap160603.html,APOD: 2016 June 3 - NGC 4631: The Whale Galaxy,,Archive,1465513161
http://apod.nasa.gov/apod/ap160604.html,APOD: 2016 June 4 - The Shadow of Surveyor 1,,Unread,1465099918
http://apod.nasa.gov/apod/ap160605.html,APOD: 2016 June 5 - Comet PanSTARRS and the Helix Nebula,,Unread,1465187521
http://apod.nasa.gov/apod/ap160606.html,APOD: 2016 June 6 - The Supernova and Cepheids of Spiral Galaxy UGC 9391,,Unread,1465272960
http://apod.nasa.gov/apod/ap160607.html,APOD: 2016 June 7 - Night on Venus in Infrared from Orbiting Akatsuki,,Archive,1465659107
http://apod.nasa.gov/apod/ap160608.html,APOD: 2016 June 8 - The Horsehead Nebula in Infrared from Hubble,,Archive,1465591455
http://apod.nasa.gov/apod/ap160609.html,APOD: 2016 June 9 - Pluto at Night,,Archive,1465564000
http://apod.nasa.gov/apod/ap160610.html,APOD: 2016 June 10 - NGC 6888: The Crescent Nebula,,Archive,1465659005
http://apod.nasa.gov/apod/ap160611.html,APOD: 2016 June 11 - The Fornax Cluster of Galaxies,,Unread,1465705583
http://apod.nasa.gov/apod/ap160612.html,APOD: 2016 June 12 - A Roll Cloud Over Uruguay,,Unread,1465791848
http://apod.nasa.gov/apod/ap160613.html,APOD: 2016 June 13 - Unexplained Dimmings in KIC 8462852,,Archive,1465935293
http://apod.nasa.gov/apod/ap160614.html,APOD: 2016 June 14 - The North America and Pelican Nebulas,,Unread,1465966773
http://apod.nasa.gov/apod/ap160616.html,APOD: 2016 June 16 - Northern Lights above Lofoten,,Unread,1466137597
http://apod.nasa.gov/apod/ap160617.html,APOD: 2016 June 17 - Comet PanSTARRS in the Southern Fish,,Unread,1466223780
http://apod.nasa.gov/apod/ap160618.html,APOD: 2016 June 18 - Sputnik Planum vs. Krun Macula,,Archive,1466437674
http://apod.nasa.gov/apod/ap160619.html,APOD: 2016 June 19 - Galaxy and Planets Beyond Bristlecone Pines,,Archive,1466437669
http://apod.nasa.gov/apod/ap160620.html,APOD: 2016 June 20 - Sunrise Solstice over Stonehenge,,Unread,1466483805
http://apod.nasa.gov/apod/ap160621.html,APOD: 2016 June 21 - NGC 6814: Grand Design Spiral Galaxy from Hubble,,Unread,1466569515
http://apod.nasa.gov/apod/ap160622.html,APOD: 2016 June 22 - Cirrus over Paris,,Unread,1466656584
http://apod.nasa.gov/apod/ap160624.html,APOD: 2016 June 24 - Sagittarius Sunflowers,,Unread,1466829006
http://apod.nasa.gov/apod/ap160625.html,APOD: 2016 June 25 - Strawberry to Honey Moonrise,,Unread,1466915619
http://apod.nasa.gov/apod/ap160626.html,APOD: 2016 June 26 - Jupiters Clouds from New Horizons,,Unread,1467001294
http://apod.nasa.gov/apod/ap160627.html,APOD: 2016 June 27 - Anticrepuscular Rays over Colorado II,,Unread,1467089681
http://apod.nasa.gov/apod/ap160629.html,APOD: 2016 June 29 - From Alpha to Omega in Crete,,Unread,1467260750
http://apod.nasa.gov/apod/ap160630.html,APOD: 2016 June 30 - The New World Atlas of Artificial Sky Brightness,,Unread,1467348297
http://apod.nasa.gov/apod/ap160702.html,APOD: 2016 July 2 - Firefly Trails and the Summer Milky Way,,Unread,1467520406
http://apod.nasa.gov/apod/ap160703.html,APOD: 2016 July 3 - The Cats Eye Nebula,,Unread,1467605975
http://apod.nasa.gov/apod/ap160704.html,APOD: 2016 July 4 - IC 4628: The Prawn Nebula,,Unread,1467693517
http://apod.nasa.gov/apod/ap160705.html,APOD: 2016 July 5 - The Colorful Clouds of Rho Ophiuchi,,Archive,1467841006
http://apod.nasa.gov/apod/ap160706.html,APOD: 2016 July 6 - Arp 286: Trio in Virgo,,Archive,1467926507
http://apod.nasa.gov/apod/ap160708.html,APOD: 2016 July 8 - The Swirling Core of the Crab Nebula,,Archive,1468179814
http://apod.nasa.gov/apod/ap160709.html,APOD: 2016 July 9 - Noctilucent Clouds Tour France,,Archive,1468179795
http://apod.nasa.gov/apod/ap160710.html,APOD: 2016 July 10 - Moon Meets Jupiter,,Archive,1468366297
http://apod.nasa.gov/apod/ap160711.html,APOD: 2016 July 11 - Aurorae on Jupiter,,Unread,1468298446
http://apod.nasa.gov/apod/ap160712.html,APOD: 2016 July 12 - Chasing Juno,,Unread,1468385225
http://apod.nasa.gov/apod/ap160713.html,APOD: 2016 July 13 - M7: Open Star Cluster in Scorpius,,Archive,1469804682
http://apod.nasa.gov/apod/ap160714.html,301 Moved Permanently,,Archive,1468611143
http://apod.nasa.gov/apod/ap160715.html,APOD: 2016 July 15 - NGC 2736: The Pencil Nebula,,Archive,1469533035
http://apod.nasa.gov/apod/ap160716.html,APOD: 2016 July 16 - The North Celestial Tower,,Archive,1469804567
http://apod.nasa.gov/apod/ap160717.html,APOD: 2016 July 17 - Mercury on the Horizon,,Archive,1469029241
http://apod.nasa.gov/apod/ap160718.html,APOD: 2016 July 18 - The Orion Nebula in Infrared from HAWK I,,Archive,1469029126
http://apod.nasa.gov/apod/ap160719.html,APOD: 2016 July 19 - Color the Universe,,Archive,1469043116
http://apod.nasa.gov/apod/ap160720.html,APOD: 2016 July 20 - Dark Dunes on Mars,,Archive,1469117946
http://apod.nasa.gov/apod/ap160721.html,APOD: 2016 July 21 - Falcon 9: Launch and Landing,,Archive,1469208762
http://apod.nasa.gov/apod/ap160722.html,APOD: 2016 July 22 - Galaxy Cluster Abell S1063 and Beyond,,Archive,1469390790
http://apod.nasa.gov/apod/ap160723.html,APOD: 2016 July 23 - Summer Planets and Milky Way,,Archive,1469804211
http://apod.nasa.gov/apod/ap160724.html,APOD: 2016 July 24 - M2 9: Wings of a Butterfly Nebula,,Archive,1469804200
http://apod.nasa.gov/apod/ap160725.html,APOD: 2016 July 25 - Deep Magellanic Clouds Image Indicates Collisions,,Archive,1469804187
http://apod.nasa.gov/apod/ap160726.html,APOD: 2016 July 26 - Puzzling a Sky over Argentina,,Archive,1469657228
http://apod.nasa.gov/apod/ap160727.html,301 Moved Permanently,,Archive,1469803452
http://apod.nasa.gov/apod/ap160728.html,301 Moved Permanently,,Unread,1469766371
http://apod.nasa.gov/apod/ap160729.html,APOD: 2016 July 29 - Blue Danube Analemma,,Archive,1469893847
http://apod.nasa.gov/apod/ap160730.html,APOD: 2016 July 30 - Ripples Through a Dark Sky,,Archive,1470068612
http://apod.nasa.gov/apod/ap160801.html,APOD: 2016 August 1 - Behind Saturn,,Archive,1470262911
http://apod.nasa.gov/apod/ap160803.html,APOD: 2016 August 3 - Behold the Universe,,Archive,1470343878
http://apod.nasa.gov/apod/ap160804.html,APOD: 2016 August 4 - M63: Sunflower Galaxy Wide Field,,Archive,1470408282
http://apod.nasa.gov/apod/ap160806.html,APOD: 2016 August 6 - Las Campanas Moon and Mercury,,Archive,1470662520
http://apod.nasa.gov/apod/ap160807.html,APOD: 2016 August 7 - Io: Moon over Jupiter,,Archive,1470693597
http://apod.nasa.gov/apod/ap160808.html,APOD: 2016 August 8 - Perseid Meteors over Mount Shasta,,Archive,1470758572
http://apod.nasa.gov/apod/ap160810.html,APOD: 2016 August 10 - Colliding Galaxies in Stephans Quintet,,Unread,1470889437
http://apod.nasa.gov/apod/ap160811.html,"APOD: 2016 August 11 - Perseid, Aurora, and Noctilucent Clouds",,Archive,1471094364
http://apod.nasa.gov/apod/ap160812.html,APOD: 2016 August 12 - The Easterbunny Comes to NGC 4725,,Archive,1471094289
http://apod.nasa.gov/apod/ap160813.html,301 Moved Permanently,,Unread,1471148985
http://apod.nasa.gov/apod/ap160814.html,APOD: 2016 August 14 - The Keyhole in the Carina Nebula,,Unread,1471235539
http://apod.nasa.gov/apod/ap160815.html,APOD: 2016 August 15 - Human as Spaceship,,Unread,1471321795
http://apod.nasa.gov/apod/ap160816.html,APOD: 2016 August 16 - Five Planets and the Moon over Australia,,Unread,1471408115
http://apod.nasa.gov/apod/ap160818.html,APOD: 2016 August 18 - Perseid Night at Yosemite,,Unread,1471580421
http://apod.nasa.gov/apod/ap160819.html,apod.nasa.gov,,Archive,1471977060
http://apod.nasa.gov/apod/ap160820.html,apod.nasa.gov,,Archive,1471798511
http://apod.nasa.gov/apod/ap160822.html,APOD: 2016 August 22 - Tutulemma: Solar Eclipse Analemma,,Unread,1471925542
http://apod.nasa.gov/apod/ap160823.html,antwrp.gsfc.nasa.gov,,Unread,1472012257
http://apod.nasa.gov/apod/ap160824.html,apod.nasa.gov,,Archive,1472143093
http://apod.nasa.gov/apod/ap160825.html,apod.nasa.gov,,Unread,1472185222
http://apod.nasa.gov/apod/ap160826.html,APOD: 2016 August 26 - The Milky Way Sets,,Archive,1472306723
http://apod.nasa.gov/apod/ap160827.html,antwrp.gsfc.nasa.gov,,Archive,1472734214
http://apod.nasa.gov/apod/ap160829.html,apod.nasa.gov,,Archive,1472734151
http://apod.nasa.gov/apod/ap160831.html,antwrp.gsfc.nasa.gov,,Unread,1472703629
http://apod.nasa.gov/apod/ap160902.html,antwrp.gsfc.nasa.gov,,Archive,1473009298
http://apod.nasa.gov/apod/ap160903.html,APOD: 2016 September 3 - Reunion Island Eclipse,,Archive,1472986720
http://apod.nasa.gov/apod/ap160904.html,apod.nasa.gov,,Unread,1473048924
http://apod.nasa.gov/apod/ap160905.html,301 Moved Permanently,,Archive,1473162983
http://apod.nasa.gov/apod/ap160906.html,APOD: 2016 September 6 - The Whirlpool Galaxy and Beyond,,Unread,1473222686
http://apod.nasa.gov/apod/ap160909.html,APOD: 2016 September 9 - The Wide and Deep Lagoon,,Unread,1473480712
http://apod.nasa.gov/apod/ap160911.html,APOD: 2016 September 11 - All the Water on Planet Earth,,Archive,1473685140
http://apod.nasa.gov/apod/ap160913.html,apod.nasa.gov,,Unread,1473826842
http://apod.nasa.gov/apod/ap160914.html,APOD: 2016 September 14 - The North and South of Jupiter,,Unread,1473913771
http://apod.nasa.gov/apod/ap160915.html,APOD: 2016 September 15 - Retrograde Mars and Saturn,,Archive,1474037497
http://apod.nasa.gov/apod/ap160916.html,apod.nasa.gov,,Unread,1474086571
http://apod.nasa.gov/apod/ap160922.html,301 Moved Permanently,,Archive,1474656542
http://apod.nasa.gov/apod/ap160924.html,APOD: 2016 September 24 - Heart and Soul and Double Cluster,,Unread,1474777256
http://apod.nasa.gov/apod/ap160925.html,APOD: 2016 September 25 - Saturn from Above,,Unread,1474864155
http://apod.nasa.gov/apod/ap160927.html,apod.nasa.gov,,Unread,1475035948
http://apod.nasa.gov/apod/ap160928.html,APOD: 2016 September 28 - NGC 3576: The Statue of Liberty Nebula,,Unread,1475122945
http://apod.nasa.gov/apod/ap161001.html,apod.nasa.gov,,Archive,1475502898
http://apod.nasa.gov/apod/ap161005.html,APOD: 2016 October 5 - A Crumbling Layered Butte on Mars,,Unread,1475728097
http://apod.nasa.gov/apod/ap161006.html,apod.nasa.gov,,Unread,1475814564
http://apod.nasa.gov/apod/ap161007.html,apod.nasa.gov,,Unread,1475901450
http://apod.nasa.gov/apod/ap161009.html,antwrp.gsfc.nasa.gov,,Unread,1476073924
http://apod.nasa.gov/apod/ap161012.html,APOD: 2016 October 12 - Penumbral Lunar Eclipse,,Unread,1476332533
http://apod.nasa.gov/apod/ap161013.html,APOD: 2016 October 13 - Galaxies from the Altiplano,,Archive,1476534379
http://apod.nasa.gov/apod/ap161018.html,APOD: 2016 October 18 - The Antlia Cluster of Galaxies,,Unread,1476850301
http://apod.nasa.gov/apod/ap161019.html,APOD: 2016 October 19 - M45: The Pleiades Star Cluster,,Unread,1476936994
http://apod.nasa.gov/apod/ap161025.html,APOD: 2016 October 25 - Clouds Near Jupiters South Pole from Juno,,Unread,1477455252
http://apod.nasa.gov/apod/ap161026.html,APOD: 2016 October 26 - Propeller Shadows on Saturn's Rings,,Unread,1477542266
http://apod.nasa.gov/apod/ap161028.html,APOD: 2016 October 28 - Haunting the Cepheus Flare,,Unread,1477716064
http://apod.nasa.gov/apod/ap161030.html,APOD: 2016 October 30 - Halloween and the Ghost Head Nebula,,Unread,1477888876
http://apod.nasa.gov/apod/ap161031.html,APOD: 2016 October 31 - Ghost Aurora over Canada,,Unread,1477974311
http://apod.nasa.gov/apod/ap161101.html,APOD: 2016 November 1 - Arp 299: Black Holes in Colliding Galaxies,,Unread,1478061309

